"file","spp_name","file_binomial","aou","english_common_name","family","genus","binomial","old_genus","new_binomial","matched_filename","species_code","mig_dist_m"
"Aphelocoma_wollweberi_22724967.shp","Aphelocoma_wollweberi","Aphelocoma wollweberi",4820,"Mexican Jay","Corvidae","Aphelocoma","Aphelocoma wollweberi",NA,NA,"Aphelocoma_wollweberi",NA,0
"Nucifraga_columbiana_22705909.shp","Nucifraga_columbiana","Nucifraga columbiana",4910,"Clark's Nutcracker","Corvidae","Nucifraga","Nucifraga columbiana",NA,NA,"Nucifraga_columbiana",NA,0
"Pica_nuttalli_22705874.shp","Pica_nuttalli","Pica nuttalli",4760,"Yellow-billed Magpie","Corvidae","Pica","Pica nuttalli",NA,NA,"Pica_nuttalli","yebmag",0
"Corvus_brachyrhynchos_22705990.shp","Corvus_brachyrhynchos","Corvus brachyrhynchos",4880,"American Crow","Corvidae","Corvus","Corvus brachyrhynchos",NA,NA,"Corvus_brachyrhynchos","amecro",746349.022788481
"Corvus_caurinus_22705986.shp","Corvus_caurinus","Corvus caurinus",4890,"Northwestern Crow","Corvidae","Corvus","Corvus caurinus",NA,NA,"Corvus_caurinus","norcro",0
"Corvus_ossifragus_22705993.shp","Corvus_ossifragus","Corvus ossifragus",4900,"Fish Crow","Corvidae","Corvus","Corvus ossifragus",NA,NA,"Corvus_ossifragus","fiscro",0
"Corvus_cryptoleucus_22706055.shp","Corvus_cryptoleucus","Corvus cryptoleucus",4870,"Chihuahuan Raven","Corvidae","Corvus","Corvus cryptoleucus",NA,NA,"Corvus_cryptoleucus","chirav",127634.394150253
"Corvus_corax_22706068.shp","Corvus_corax","Corvus corax",4860,"Common Raven","Corvidae","Corvus","Corvus corax",NA,NA,"Corvus_corax","comrav",2293.77691340451
"Eremophila_alpestris_22717434.shp","Eremophila_alpestris","Eremophila alpestris",4740,"Horned Lark","Alaudidae","Eremophila","Eremophila alpestris",NA,NA,"Eremophila_alpestris","horlar",2458178.94232446
"Progne_subis_22712098.shp","Progne_subis","Progne subis",6110,"Purple Martin","Hirundinidae","Progne","Progne subis",NA,NA,"Progne_subis","purmar",7793096.99631334
"Tachycineta_bicolor_22712057.shp","Tachycineta_bicolor","Tachycineta bicolor",6140,"Tree Swallow","Hirundinidae","Tachycineta","Tachycineta bicolor",NA,NA,"Tachycineta_bicolor","treswa",3429379.51133826
"Tachycineta_thalassina_22712077.shp","Tachycineta_thalassina","Tachycineta thalassina",6150,"Violet-green Swallow","Hirundinidae","Tachycineta","Tachycineta thalassina",NA,NA,"Tachycineta_thalassina","vigswa",3135198.53691
"Stelgidopteryx_serripennis_22735128.shp","Stelgidopteryx_serripennis","Stelgidopteryx serripennis",6170,"Northern Rough-winged Swallow","Hirundinidae","Stelgidopteryx","Stelgidopteryx serripennis",NA,NA,"Stelgidopteryx_serripennis","nrwswa",2291919.06690197
"Riparia_riparia_22712176.shp","Riparia_riparia","Riparia riparia",6160,"Bank Swallow","Hirundinidae","Riparia","Riparia riparia",NA,NA,"Riparia_riparia","banswa",8284224.75281649
"Petrochelidon_pyrrhonota_22712427.shp","Petrochelidon_pyrrhonota","Petrochelidon pyrrhonota",6120,"Cliff Swallow","Hirundinidae","Petrochelidon","Petrochelidon pyrrhonota",NA,NA,"Petrochelidon_pyrrhonota","cliswa",9330689.53461451
"Petrochelidon_fulva_22712435.shp","Petrochelidon_fulva","Petrochelidon fulva",6121,"Cave Swallow","Hirundinidae","Petrochelidon","Petrochelidon fulva",NA,NA,"Petrochelidon_fulva","cavswa",240104.139929174
"Hirundo_rustica_22712252.shp","Hirundo_rustica","Hirundo rustica",6130,"Barn Swallow","Hirundinidae","Hirundo","Hirundo rustica",NA,NA,"Hirundo_rustica","barswa",6506760.45357452
"Parus_carolinensis_22711708.shp","Parus_carolinensis","Parus carolinensis",7360,"Carolina Chickadee","Paridae","Poecile","Poecile carolinensis","Parus","Parus carolinensis","Parus_carolinensis","carchi",0
"Parus_atricapillus_22711716.shp","Parus_atricapillus","Parus atricapillus",7350,"Black-capped Chickadee","Paridae","Poecile","Poecile atricapillus","Parus","Parus atricapillus","Parus_atricapillus","bkcchi",0
"Parus_gambeli_22711724.shp","Parus_gambeli","Parus gambeli",7380,"Mountain Chickadee","Paridae","Poecile","Poecile gambeli","Parus","Parus gambeli","Parus_gambeli","mouchi",0
"Parus_sclateri_22711732.shp","Parus_sclateri","Parus sclateri",7370,"Mexican Chickadee","Paridae","Poecile","Poecile sclateri","Parus","Parus sclateri","Parus_sclateri","mexchi",0
"Parus_rufescens_22711767.shp","Parus_rufescens","Parus rufescens",7410,"Chestnut-backed Chickadee","Paridae","Poecile","Poecile rufescens","Parus","Parus rufescens","Parus_rufescens","chbchi",0
"Parus_hudsonicus_22711759.shp","Parus_hudsonicus","Parus hudsonicus",7400,"Boreal Chickadee","Paridae","Poecile","Poecile hudsonicus","Parus","Parus hudsonicus","Parus_hudsonicus","borchi2",0
"Baeolophus_wollweberi_22711969.shp","Baeolophus_wollweberi","Baeolophus wollweberi",7340,"Bridled Titmouse","Paridae","Baeolophus","Baeolophus wollweberi",NA,NA,"Baeolophus_wollweberi","britit",0
"Baeolophus_inornatus_22711978.shp","Baeolophus_inornatus","Baeolophus inornatus",7330,"Oak Titmouse","Paridae","Baeolophus","Baeolophus inornatus",NA,NA,"Baeolophus_inornatus","oaktit",0
"Baeolophus_ridgwayi_22729143.shp","Baeolophus_ridgwayi","Baeolophus ridgwayi",7331,"Juniper Titmouse","Paridae","Baeolophus","Baeolophus ridgwayi",NA,NA,"Baeolophus_ridgwayi","juntit1",0
"Baeolophus_bicolor_22711983.shp","Baeolophus_bicolor","Baeolophus bicolor",7310,"Tufted Titmouse","Paridae","Baeolophus","Baeolophus bicolor",NA,NA,"Baeolophus_bicolor","tuftit",0
"Baeolophus_atricristatus_22711989.shp","Baeolophus_atricristatus","Baeolophus atricristatus",7320,"Black-crested Titmouse","Paridae","Baeolophus","Baeolophus atricristatus",NA,NA,"Baeolophus_atricristatus","blctit4",0
"Auriparus_flaviceps_22711568.shp","Auriparus_flaviceps","Auriparus flaviceps",7460,"Verdin","Remizidae","Auriparus","Auriparus flaviceps",NA,NA,"Auriparus_flaviceps","verdin",0
"Psaltriparus_minimus_22712028.shp","Psaltriparus_minimus","Psaltriparus minimus",7430,"Bushtit","Aegithalidae","Psaltriparus","Psaltriparus minimus",NA,NA,"Psaltriparus_minimus","bushti",0
"Sitta_canadensis_22711196.shp","Sitta_canadensis","Sitta canadensis",7280,"Red-breasted Nuthatch","Sittidae","Sitta","Sitta canadensis",NA,NA,"Sitta_canadensis","rebnut",504622.950769356
"Sitta_carolinensis_22711202.shp","Sitta_carolinensis","Sitta carolinensis",7270,"White-breasted Nuthatch","Sittidae","Sitta","Sitta carolinensis",NA,NA,"Sitta_carolinensis","whbnut",0
"Sitta_pygmaea_22711170.shp","Sitta_pygmaea","Sitta pygmaea",7300,"Pygmy Nuthatch","Sittidae","Sitta","Sitta pygmaea",NA,NA,"Sitta_pygmaea","pygnut",0
"Sitta_pusilla_22711173.shp","Sitta_pusilla","Sitta pusilla",7290,"Brown-headed Nuthatch","Sittidae","Sitta","Sitta pusilla",NA,NA,"Sitta_pusilla","bnhnut",0
"Certhia_americana_22711244.shp","Certhia_americana","Certhia americana",7260,"Brown Creeper","Certhiidae","Certhia","Certhia americana",NA,NA,"Certhia_americana","brncre",344731.019296625
"Salpinctes_obsoletus_22711332.shp","Salpinctes_obsoletus","Salpinctes obsoletus",7150,"Rock Wren","Troglodytidae","Salpinctes","Salpinctes obsoletus",NA,NA,"Salpinctes_obsoletus","rocwre",778074.131140219
"Catherpes_mexicanus_22711335.shp","Catherpes_mexicanus","Catherpes mexicanus",7170,"Canyon Wren","Troglodytidae","Catherpes","Catherpes mexicanus",NA,NA,"Catherpes_mexicanus","canwre",0
"Troglodytes_aedon_22711487.shp","Troglodytes_aedon","Troglodytes aedon",7210,"House Wren","Troglodytidae","Troglodytes","Troglodytes aedon",NA,NA,"Troglodytes_aedon","houwre",1605499.95233788
"Troglodytes_pacificus_22714246.shp","Troglodytes_pacificus","Troglodytes pacificus",7221,"Pacific Wren","Troglodytidae","Troglodytes","Troglodytes pacificus",NA,NA,"Troglodytes_pacificus","pacwre1",729626.053477261
"Troglodytes_hiemalis_22714246.shp","Troglodytes_hiemalis","Troglodytes hiemalis",7222,"Winter Wren","Troglodytidae","Troglodytes","Troglodytes hiemalis",NA,NA,"Troglodytes_hiemalis","winwre3",1586634.84583456
"Cistothorus_platensis_22711360.shp","Cistothorus_platensis","Cistothorus platensis",7240,"Sedge Wren","Troglodytidae","Cistothorus","Cistothorus platensis",NA,NA,"Cistothorus_platensis","sedwre",1189379.96120204
"Cistothorus_palustris_22711374.shp","Cistothorus_palustris","Cistothorus palustris",7250,"Marsh Wren","Troglodytidae","Cistothorus","Cistothorus palustris",NA,NA,"Cistothorus_palustris","marwre",1369767.26318366
"Thryothorus_ludovicianus_22711450.shp","Thryothorus_ludovicianus","Thryothorus ludovicianus",7180,"Carolina Wren","Troglodytidae","Thryothorus","Thryothorus ludovicianus",NA,NA,"Thryothorus_ludovicianus","carwre",0
"Thryomanes_bewickii_22711377.shp","Thryomanes_bewickii","Thryomanes bewickii",7190,"Bewick's Wren","Troglodytidae","Thryomanes","Thryomanes bewickii",NA,NA,"Thryomanes_bewickii","bewwre",40267.9279619051
"Campylorhynchus_brunneicapillus_22711287.shp","Campylorhynchus_brunneicapillus","Campylorhynchus brunneicapillus",7130,"Cactus Wren","Troglodytidae","Campylorhynchus","Campylorhynchus brunneicapillus",NA,NA,"Campylorhynchus_brunneicapillus","cacwre",0
"Thryothorus_sinaloa_22711461.shp","Thryothorus_sinaloa","Thryothorus sinaloa",16600,"Sinaloa Wren","Troglodytidae","Thryophilus","Thryophilus sinaloa","Thryothorus","Thryothorus sinaloa","Thryothorus_sinaloa",NA,0
"Polioptila_caerulea_22711581.shp","Polioptila_caerulea","Polioptila caerulea",7510,"Blue-gray Gnatcatcher","Polioptilidae","Polioptila","Polioptila caerulea",NA,NA,"Polioptila_caerulea","buggna",1012083.99943858
"Polioptila_californica_22711585.shp","Polioptila_californica","Polioptila californica",7530,"California Gnatcatcher","Polioptilidae","Polioptila","Polioptila californica",NA,NA,"Polioptila_californica","calgna",0
"Polioptila_melanura_22711588.shp","Polioptila_melanura","Polioptila melanura",7520,"Black-tailed Gnatcatcher","Polioptilidae","Polioptila","Polioptila melanura",NA,NA,"Polioptila_melanura","bktgna",0
"Regulus_satrapa_22712594.shp","Regulus_satrapa","Regulus satrapa",7480,"Golden-crowned Kinglet","Regulidae","Regulus","Regulus satrapa",NA,NA,"Regulus_satrapa","gockin",1035588.21066536
"Regulus_calendula_22712567.shp","Regulus_calendula","Regulus calendula",7490,"Ruby-crowned Kinglet","Regulidae","Regulus","Regulus calendula",NA,NA,"Regulus_calendula","ruckin",2371971.88442913
"Chamaea_fasciata_22716861.shp","Chamaea_fasciata","Chamaea fasciata",7420,"Wrentit","Sylviidae","Chamaea","Chamaea fasciata",NA,NA,"Chamaea_fasciata","wrenti",0
"Luscinia_svecica_22709707.shp","Luscinia_svecica","Luscinia svecica",7640,"Bluethroat","Muscicapidae","Luscinia","Luscinia svecica",NA,NA,"Luscinia_svecica","blueth",4544548.85621748
"Oenanthe_oenanthe_22710272.shp","Oenanthe_oenanthe","Oenanthe oenanthe",7650,"Northern Wheatear","Muscicapidae","Oenanthe","Oenanthe oenanthe",NA,NA,"Oenanthe_oenanthe","norwhe",6098919.96665186
"Sialia_sialis_22708550.shp","Sialia_sialis","Sialia sialis",7660,"Eastern Bluebird","Turdidae","Sialia","Sialia sialis",NA,NA,"Sialia_sialis","easblu",821782.041393807
"Sialia_mexicana_22708553.shp","Sialia_mexicana","Sialia mexicana",7670,"Western Bluebird","Turdidae","Sialia","Sialia mexicana",NA,NA,"Sialia_mexicana","wesblu",545709.5807811
"Sialia_currucoides_22708556.shp","Sialia_currucoides","Sialia currucoides",7680,"Mountain Bluebird","Turdidae","Sialia","Sialia currucoides",NA,NA,"Sialia_currucoides","moublu",1970276.53034414
"Myadestes_townsendi_22708587.shp","Myadestes_townsendi","Myadestes townsendi",7540,"Townsend's Solitaire","Turdidae","Myadestes","Myadestes townsendi",NA,NA,"Myadestes_townsendi","towsol",1489502.42832677
"Catharus_fuscescens_22708655.shp","Catharus_fuscescens","Catharus fuscescens",7560,"Veery","Turdidae","Catharus","Catharus fuscescens",NA,NA,"Catharus_fuscescens","veery",7945124.60600208
"Catharus_minimus_22708658.shp","Catharus_minimus","Catharus minimus",7570,"Gray-cheeked Thrush","Turdidae","Catharus","Catharus minimus",NA,NA,"Catharus_minimus","gycthr",6750520.57924553
"Catharus_bicknelli_22728467.shp","Catharus_bicknelli","Catharus bicknelli",7571,"Bicknell's Thrush","Turdidae","Catharus","Catharus bicknelli",NA,NA,"Catharus_bicknelli","bicthr",3166958.61112744
"Catharus_ustulatus_22708664.shp","Catharus_ustulatus","Catharus ustulatus",7580,"Swainson's Thrush","Turdidae","Catharus","Catharus ustulatus",NA,NA,"Catharus_ustulatus","swathr",6625114.88702754
"Catharus_guttatus_22708667.shp","Catharus_guttatus","Catharus guttatus",7590,"Hermit Thrush","Turdidae","Catharus","Catharus guttatus",NA,NA,"Catharus_guttatus","herthr",2282918.4456245
"Hylocichla_mustelina_22708670.shp","Hylocichla_mustelina","Hylocichla mustelina",7550,"Wood Thrush","Turdidae","Hylocichla","Hylocichla mustelina",NA,NA,"Hylocichla_mustelina","woothr",2803764.38871567
"Turdus_migratorius_22708958.shp","Turdus_migratorius","Turdus migratorius",7610,"American Robin","Turdidae","Turdus","Turdus migratorius",NA,NA,"Turdus_migratorius","amerob",1365458.71670689
"Dumetella_carolinensis_22711013.shp","Dumetella_carolinensis","Dumetella carolinensis",7040,"Gray Catbird","Mimidae","Dumetella","Dumetella carolinensis",NA,NA,"Dumetella_carolinensis","grycat",2252235.90123636
"Toxostoma_curvirostre_22711115.shp","Toxostoma_curvirostre","Toxostoma curvirostre",7070,"Curve-billed Thrasher","Mimidae","Toxostoma","Toxostoma curvirostre",NA,NA,"Toxostoma_curvirostre","cubthr",0
"Toxostoma_rufum_22711099.shp","Toxostoma_rufum","Toxostoma rufum",7050,"Brown Thrasher","Mimidae","Toxostoma","Toxostoma rufum",NA,NA,"Toxostoma_rufum","brnthr",1024937.4093555
"Toxostoma_longirostre_22711102.shp","Toxostoma_longirostre","Toxostoma longirostre",7060,"Long-billed Thrasher","Mimidae","Toxostoma","Toxostoma longirostre",NA,NA,"Toxostoma_longirostre","lobthr",0
"Toxostoma_bendirei_22711108.shp","Toxostoma_bendirei","Toxostoma bendirei",7080,"Bendire's Thrasher","Mimidae","Toxostoma","Toxostoma bendirei",NA,NA,"Toxostoma_bendirei","benthr",359858.514183789
"Toxostoma_redivivum_22711124.shp","Toxostoma_redivivum","Toxostoma redivivum",7100,"California Thrasher","Mimidae","Toxostoma","Toxostoma redivivum",NA,NA,"Toxostoma_redivivum","calthr",0
"Toxostoma_lecontei_22711121.shp","Toxostoma_lecontei","Toxostoma lecontei",7110,"Le Conte's Thrasher","Mimidae","Toxostoma","Toxostoma lecontei",NA,NA,"Toxostoma_lecontei",NA,0
"Toxostoma_crissale_22711127.shp","Toxostoma_crissale","Toxostoma crissale",7120,"Crissal Thrasher","Mimidae","Toxostoma","Toxostoma crissale",NA,NA,"Toxostoma_crissale","crithr",0
"Oreoscoptes_montanus_22711096.shp","Oreoscoptes_montanus","Oreoscoptes montanus",7020,"Sage Thrasher","Mimidae","Oreoscoptes","Oreoscoptes montanus",NA,NA,"Oreoscoptes_montanus","sagthr",1575523.64486286
"Mimus_gundlachii_22711032.shp","Mimus_gundlachii","Mimus gundlachii",7031,"Bahama Mockingbird","Mimidae","Mimus","Mimus gundlachii",NA,NA,"Mimus_gundlachii",NA,0
"Mimus_polyglottos_22711026.shp","Mimus_polyglottos","Mimus polyglottos",7030,"Northern Mockingbird","Mimidae","Mimus","Mimus polyglottos",NA,NA,"Mimus_polyglottos","normoc",31276.7019276691
"Sturnus_vulgaris_22710886.shp","Sturnus_vulgaris","Sturnus vulgaris",4930,"European Starling","Sturnidae","Sturnus","Sturnus vulgaris",NA,NA,"Sturnus_vulgaris","eursta",3101085.88596189
"Acridotheres_tristis_22710921.shp","Acridotheres_tristis","Acridotheres tristis",4932,"Common Myna","Sturnidae","Acridotheres","Acridotheres tristis",NA,NA,"Acridotheres_tristis","commyn",0
"Bombycilla_garrulus_22708146.shp","Bombycilla_garrulus","Bombycilla garrulus",6180,"Bohemian Waxwing","Bombycillidae","Bombycilla","Bombycilla garrulus",NA,NA,"Bombycilla_garrulus","bohwax",1692045.69952133
"Bombycilla_cedrorum_22708153.shp","Bombycilla_cedrorum","Bombycilla cedrorum",6190,"Cedar Waxwing","Bombycillidae","Bombycilla","Bombycilla cedrorum",NA,NA,"Bombycilla_cedrorum","cedwax",1352561.89325773
"Phainopepla_nitens_22708139.shp","Phainopepla_nitens","Phainopepla nitens",6200,"Phainopepla","Ptiliogonatidae","Phainopepla","Phainopepla nitens",NA,NA,"Phainopepla_nitens","phaino",397558.618339214
"Peucedramus_taeniatus_22720027.shp","Peucedramus_taeniatus","Peucedramus taeniatus",6510,"Olive Warbler","Peucedramidae","Peucedramus","Peucedramus taeniatus",NA,NA,"Peucedramus_taeniatus","oliwar",0
"Euplectes_franciscanus_22719181.shp","Euplectes_franciscanus","Euplectes franciscanus",19500,"Northern Red Bishop","Ploceidae","Euplectes","Euplectes franciscanus",NA,NA,"Euplectes_franciscanus",NA,0
"Passer_domesticus_22718174.shp","Passer_domesticus","Passer domesticus",6882,"House Sparrow","Passeridae","Passer","Passer domesticus",NA,NA,"Passer_domesticus","houspa",8910.17039992881
"Passer_montanus_22718270.shp","Passer_montanus","Passer montanus",6883,"Eurasian Tree Sparrow","Passeridae","Passer","Passer montanus",NA,NA,"Passer_montanus","eutspa",102715.028165128
"Motacilla_alba_22718348.shp","Motacilla_alba","Motacilla alba",6940,"White Wagtail","Motacillidae","Motacilla","Motacilla alba",NA,NA,"Motacilla_alba","whiwag",4256435.73128574
"Anthus_cervinus_22718560.shp","Anthus_cervinus","Anthus cervinus",6990,"Red-throated Pipit","Motacillidae","Anthus","Anthus cervinus",NA,NA,"Anthus_cervinus",NA,7180709.54361252
"Anthus_rubescens_22718575.shp","Anthus_rubescens","Anthus rubescens",6970,"American Pipit","Motacillidae","Anthus","Anthus rubescens",NA,NA,"Anthus_rubescens","amepip",4022448.69525349
"Anthus_spragueii_22718591.shp","Anthus_spragueii","Anthus spragueii",7000,"Sprague's Pipit","Motacillidae","Anthus","Anthus spragueii",NA,NA,"Anthus_spragueii","sprpip",2400343.74831881
"Leucosticte_tephrocotis_22720482.shp","Leucosticte_tephrocotis","Leucosticte tephrocotis",5240,"Gray-crowned Rosy-Finch","Fringillidae","Leucosticte","Leucosticte tephrocotis",NA,NA,"Leucosticte_tephrocotis","gcrfin",2577082.59952287
"Leucosticte_atrata_22720488.shp","Leucosticte_atrata","Leucosticte atrata",5250,"Black Rosy-Finch","Fringillidae","Leucosticte","Leucosticte atrata",NA,NA,"Leucosticte_atrata","bkrfin",278974.386790969
"Leucosticte_australis_22728985.shp","Leucosticte_australis","Leucosticte australis",5260,"Brown-capped Rosy-Finch","Fringillidae","Leucosticte","Leucosticte australis",NA,NA,"Leucosticte_australis","bcrfin",91015.8702989894
"Pinicola_enucleator_22720625.shp","Pinicola_enucleator","Pinicola enucleator",5150,"Pine Grosbeak","Fringillidae","Pinicola","Pinicola enucleator",NA,NA,"Pinicola_enucleator","pingro",820570.765897154
"Carpodacus_mexicanus_22720563.shp","Carpodacus_mexicanus","Carpodacus mexicanus",5190,"House Finch","Fringillidae","Haemorhous","Haemorhous mexicanus","Carpodacus","Carpodacus mexicanus","Carpodacus_mexicanus","houfin",0
"Carpodacus_purpureus_22720553.shp","Carpodacus_purpureus","Carpodacus purpureus",5170,"Purple Finch","Fringillidae","Haemorhous","Haemorhous purpureus","Carpodacus","Carpodacus purpureus","Carpodacus_purpureus","purfin",1394884.9769068
"Carpodacus_cassinii_22720560.shp","Carpodacus_cassinii","Carpodacus cassinii",5180,"Cassin's Finch","Fringillidae","Haemorhous","Haemorhous cassinii","Carpodacus","Carpodacus cassinii","Carpodacus_cassinii","casfin",623923.389463259
